district_id,province,city,city_geocode,district,district_geocode,lon,lat
130107,河北省,石家庄市,130100,井陉矿区,130107,114.058178,38.069748
130108,河北省,石家庄市,130100,裕华,130108,114.533257,38.027696
130109,河北省,石家庄市,130100,藁城,130109,114.849647,38.033767
130110,河北省,石家庄市,130100,鹿泉,130110,114.321023,38.093994
130111,河北省,石家庄市,130100,栾城,130111,114.654281,37.886911
130121,河北省,石家庄市,130100,井陉,130121,114.144488,38.033614
130123,河北省,石家庄市,130100,正定,130123,114.569887,38.147835
130125,河北省,石家庄市,130100,行唐,130125,114.552734,38.437422
130126,河北省,石家庄市,130100,灵寿,130126,114.37946,38.306546
130127,河北省,石家庄市,130100,高邑,130127,114.610699,37.605714
130128,河北省,石家庄市,130100,深泽,130128,115.200207,38.18454
130129,河北省,石家庄市,130100,赞皇,130129,114.387756,37.660199
130130,河北省,石家庄市,130100,无极,130130,114.977845,38.176376
130131,河北省,石家庄市,130100,平山,130131,114.184144,38.259311
130132,河北省,石家庄市,130100,元氏,130132,114.52618,37.762514
130133,河北省,石家庄市,130100,赵县,130133,114.775362,37.754341
130181,河北省,石家庄市,130100,辛集,130181,115.217451,37.92904
130183,河北省,石家庄市,130100,晋州,130183,115.044886,38.027478
130184,河北省,石家庄市,130100,新乐,130184,114.68578,38.344768
130200,河北省,唐山市,130200,唐山,130200,118.175393,39.635113
130202,河北省,唐山市,130200,路南区,130202,118.210821,39.615162
130203,河北省,唐山市,130200,路北区,130203,118.174736,39.628538
130204,河北省,唐山市,130200,古冶,130204,118.45429,39.715736
130205,河北省,唐山市,130200,开平区,130205,118.264425,39.676171
130207,河北省,唐山市,130200,丰南,130207,118.110793,39.56303
130208,河北省,唐山市,130200,丰润,130208,118.155779,39.831363
130209,河北省,唐山市,130200,曹妃甸,130209,118.446585,39.278277
130224,河北省,唐山市,130200,滦南,130224,118.681552,39.506201
130225,河北省,唐山市,130200,乐亭,130225,118.905341,39.42813
130227,河北省,唐山市,130200,迁西,130227,118.305139,40.146238
130229,河北省,唐山市,130200,玉田,130229,117.753665,39.887323
130281,河北省,唐山市,130200,遵化,130281,117.965875,40.188616
130283,河北省,唐山市,130200,迁安,130283,118.701933,40.012108
130284,河北省,唐山市,130200,滦州,130284,118.71048,39.747116
130300,河北省,秦皇岛市,130300,秦皇岛,130300,119.586579,39.942531
130302,河北省,秦皇岛市,130300,海港区,130302,119.596224,39.943458
130303,河北省,秦皇岛市,130300,山海关,130303,119.753591,39.998023
130304,河北省,秦皇岛市,130300,北戴河,130304,119.486286,39.825121
130306,河北省,秦皇岛市,130300,抚宁,130306,119.240651,39.887053
130321,河北省,秦皇岛市,130300,青龙,130321,118.954555,40.406023
130322,河北省,秦皇岛市,130300,昌黎,130322,119.164541,39.709729
130324,河北省,秦皇岛市,130300,卢龙,130324,118.881809,39.891639
130400,河北省,邯郸市,130400,邯郸,130400,114.490686,36.612273
130402,河北省,邯郸市,130400,邯山区,130402,114.484989,36.603196
130403,河北省,邯郸市,130400,丛台区,130403,114.494703,36.611082
130404,河北省,邯郸市,130400,复兴区,130404,114.458242,36.615484
130406,河北省,邯郸市,130400,峰峰,130406,114.209936,36.420487
130407,河北省,邯郸市,130400,肥乡,130407,114.805154,36.555778
130408,河北省,邯郸市,130400,永年,130408,114.496162,36.776413
130423,河北省,邯郸市,130400,临漳,130423,114.610703,36.337604
130424,河北省,邯郸市,130400,成安,130424,114.680356,36.443832
130425,河北省,邯郸市,130400,大名,130425,115.152586,36.283316
130426,河北省,邯郸市,130400,涉县,130426,113.673297,36.563143
130427,河北省,邯郸市,130400,磁县,130427,114.38208,36.367673
130430,河北省,邯郸市,130400,邱县,130430,115.168584,36.81325
130431,河北省,邯郸市,130400,鸡泽,130431,114.878517,36.914908
130432,河北省,邯郸市,130400,广平,130432,114.950859,36.483603
130433,河北省,邯郸市,130400,馆陶,130433,115.289057,36.539461
130434,河北省,邯郸市,130400,魏县,130434,114.93411,36.354248
130435,河北省,邯郸市,130400,曲周,130435,114.957588,36.773398
130481,河北省,邯郸市,130400,武安,130481,114.194581,36.696115
130500,河北省,邢台市,130500,邢台,130500,114.561132,37.05073
130502,河北省,邢台市,130500,襄都区,130502,114.507131,37.064125
130503,河北省,邢台市,130500,信都区,130503,114.473687,37.068009
130505,河北省,邢台市,130500,任泽,130505,114.684469,37.129952
130506,河北省,邢台市,130500,南和,130506,114.691377,37.003812
130522,河北省,邢台市,130500,临城,130522,114.506873,37.444009
130523,河北省,邢台市,130500,内丘,130523,114.511523,37.287663
130524,河北省,邢台市,130500,柏乡,130524,114.693382,37.483596
130525,河北省,邢台市,130500,隆尧,130525,114.776348,37.350925
130528,河北省,邢台市,130500,宁晋,130528,114.921027,37.618956
130529,河北省,邢台市,130500,巨鹿,130529,115.038782,37.21768
130530,河北省,邢台市,130500,新河,130530,115.247537,37.526216
130531,河北省,邢台市,130500,广宗,130531,115.142797,37.075548
130532,河北省,邢台市,130500,平乡,130532,115.029218,37.069404
130533,河北省,邢台市,130500,威县,130533,115.272749,36.983272
130534,河北省,邢台市,130500,清河,130534,115.668999,37.059991
130535,河北省,邢台市,130500,临西,130535,115.498684,36.8642
130581,河北省,邢台市,130500,南宫,130581,115.398102,37.359668
130582,河北省,邢台市,130500,沙河,130582,114.504902,36.861903
130600,河北省,保定市,130600,保定,130600,115.482331,38.867657
130602,河北省,保定市,130600,竞秀,130602,115.470659,38.88662
130606,河北省,保定市,130600,莲池,130606,115.500934,38.865005
130607,河北省,保定市,130600,满城,130607,115.32442,38.95138
130608,河北省,保定市,130600,清苑,130608,115.492221,38.771012
130609,河北省,保定市,130600,徐水,130609,115.64941,39.020395
130623,河北省,保定市,130600,涞水,130623,115.711985,39.393148
130624,河北省,保定市,130600,阜平,130624,114.198801,38.847276
130626,河北省,保定市,130600,定兴,130626,115.796895,39.266195
130627,河北省,保定市,130600,唐县,130627,114.981241,38.748542
130628,河北省,保定市,130600,高阳,130628,115.778878,38.690092
130629,河北省,保定市,130600,容城,130629,115.866247,39.05282
130630,河北省,保定市,130600,涞源,130630,114.692567,39.35755
130631,河北省,保定市,130600,望都,130631,115.154009,38.707448
130632,河北省,保定市,130600,安新,130632,115.931979,38.929912
130633,河北省,保定市,130600,易县,130633,115.501146,39.35297
130634,河北省,保定市,130600,曲阳,130634,114.704055,38.619992
130635,河北省,保定市,130600,蠡县,130635,115.583631,38.496429
130636,河北省,保定市,130600,顺平,130636,115.132749,38.845127
130637,河北省,保定市,130600,博野,130637,115.461798,38.458271
130638,河北省,保定市,130600,雄县,130638,116.107474,38.990819
130681,河北省,保定市,130600,涿州,130681,115.973409,39.485765
130682,河北省,保定市,130600,定州,130682,114.991389,38.517602
130683,河北省,保定市,130600,安国,130683,115.33141,38.421367
130684,河北省,保定市,130600,高碑店,130684,115.882704,39.327689
130700,河北省,张家口市,130700,张家口,130700,114.884091,40.811901
130702,河北省,张家口市,130700,桥东区,130702,114.885658,40.813875
130703,河北省,张家口市,130700,桥西区,130703,114.882127,40.824385
130705,河北省,张家口市,130700,宣化,130705,115.0632,40.609368
130706,河北省,张家口市,130700,下花园,130706,115.281002,40.488645
130708,河北省,张家口市,130700,万全,130708,114.736131,40.765136
130709,河北省,张家口市,130700,崇礼,130709,115.281652,40.971302
130722,河北省,张家口市,130700,张北,130722,114.715951,41.151713
130723,河北省,张家口市,130700,康保,130723,114.615809,41.850046
130724,河北省,张家口市,130700,沽源,130724,115.684836,41.667419
130725,河北省,张家口市,130700,尚义,130725,113.977713,41.080091
130726,河北省,张家口市,130700,蔚县,130726,114.582695,39.837181
130727,河北省,张家口市,130700,阳原,130727,114.167343,40.113419
130728,河北省,张家口市,130700,怀安,130728,114.422364,40.671274
130730,河北省,张家口市,130700,怀来,130730,115.520846,40.405405
130731,河北省,张家口市,130700,涿鹿,130731,115.219246,40.378701
130732,河北省,张家口市,130700,赤城,130732,115.832708,40.912081
130800,河北省,承德市,130800,承德,130800,117.939152,40.976204
130802,河北省,承德市,130800,双桥,130802,117.939152,40.976204
130803,河北省,承德市,130800,双滦,130803,117.797485,40.959756
130804,河北省,承德市,130800,鹰手营子,130804,117.661154,40.546956
130821,河北省,承德市,130800,承德县,130821,118.172496,40.768637
130822,河北省,承德市,130800,兴隆,130822,117.507098,40.418525
130824,河北省,承德市,130800,滦平,130824,117.337124,40.936644
130825,河北省,承德市,130800,隆化,130825,117.736343,41.316667
130826,河北省,承德市,130800,丰宁,130826,116.65121,41.209903
130827,河北省,承德市,130800,宽城,130827,118.488642,40.607981
130828,河北省,承德市,130800,围场,130828,117.764086,41.949404
130881,河北省,承德市,130800,平泉,130881,118.690238,41.00561
130900,河北省,沧州市,130900,沧州,130900,116.857461,38.310582
130902,河北省,沧州市,130900,新华区,130902,116.873049,38.308273
130903,河北省,沧州市,130900,运河,130903,116.840063,38.307405
130921,河北省,沧州市,130900,沧县,130921,117.007478,38.219856
130922,河北省,沧州市,130900,青县,130922,116.838384,38.569646
130923,河北省,沧州市,130900,东光,130923,116.542062,37.88655
130924,河北省,沧州市,130900,海兴,130924,117.496606,38.141582
130925,河北省,沧州市,130900,盐山,130925,117.229814,38.056141
130926,河北省,沧州市,130900,肃宁,130926,115.835856,38.427102
130927,河北省,沧州市,130900,南皮,130927,116.709171,38.042439
130928,河北省,沧州市,130900,吴桥,130928,116.391512,37.628182
130929,河北省,沧州市,130900,献县,130929,116.123844,38.189661
130930,河北省,沧州市,130900,孟村,130930,117.105104,38.057953
130981,河北省,沧州市,130900,泊头,130981,116.570163,38.073479
130982,河北省,沧州市,130900,任丘,130982,116.106764,38.706513
130983,河北省,沧州市,130900,黄骅,130983,117.343803,38.369238
130984,河北省,沧州市,130900,河间,130984,116.089452,38.44149
131000,河北省,廊坊市,131000,廊坊,131000,116.704441,39.523927
131002,河北省,廊坊市,131000,安次,131002,116.694544,39.502569
131003,河北省,廊坊市,131000,广阳,131003,116.713708,39.521931
131022,河北省,廊坊市,131000,固安,131022,116.299894,39.436468
131023,河北省,廊坊市,131000,永清,131023,116.498089,39.319717
131024,河北省,廊坊市,131000,香河,131024,117.007161,39.757212
131025,河北省,廊坊市,131000,大城,131025,116.640735,38.699215
131026,河北省,廊坊市,131000,文安,131026,116.460107,38.866801
131028,河北省,廊坊市,131000,大厂,131028,116.986501,39.889266
131081,河北省,廊坊市,131000,霸州,131081,116.392021,39.117331
131082,河北省,廊坊市,131000,三河,131082,117.077018,39.982778
131100,河北省,衡水市,131100,衡水,131100,115.665993,37.735097
131102,河北省,衡水市,131100,桃城,131102,115.694945,37.732237
131103,河北省,衡水市,131100,冀州,131103,115.579173,37.542788
131121,河北省,衡水市,131100,枣强,131121,115.726499,37.511512
131122,河北省,衡水市,131100,武邑,131122,115.892415,37.803774
131123,河北省,衡水市,131100,武强,131123,115.970236,38.03698
131124,河北省,衡水市,131100,饶阳,131124,115.726577,38.232671
131125,河北省,衡水市,131100,安平,131125,115.519627,38.233511
131126,河北省,衡水市,131100,故城,131126,115.966747,37.350981
131127,河北省,衡水市,131100,景县,131127,116.258446,37.686622
131128,河北省,衡水市,131100,阜城,131128,116.164727,37.869945
131182,河北省,衡水市,131100,深州,131182,115.554596,38.00347
133100,河北省,雄安新区,133100,雄安新区,133100,115.913086,39.05016
140100,山西省,太原市,140100,太原,140100,112.549248,37.857014
140105,山西省,太原市,140100,小店,140105,112.564273,37.817974
140106,山西省,太原市,140100,迎泽,140106,112.558851,37.855804
140107,山西省,太原市,140100,杏花岭,140107,112.560743,37.879291
140108,山西省,太原市,140100,尖草坪,140108,112.487122,37.939893
140109,山西省,太原市,140100,万柏林,140109,112.522258,37.862653
140110,山西省,太原市,140100,晋源,140110,112.477849,37.715619
140121,山西省,太原市,140100,清徐,140121,112.357961,37.60729
140122,山西省,太原市,140100,阳曲,140122,112.673818,38.058797
140123,山西省,太原市,140100,娄烦,140123,111.793798,38.066035
140181,山西省,太原市,140100,古交,140181,112.174353,37.908534
140200,山西省,大同市,140200,大同,140200,113.301438,40.090511
140212,山西省,大同市,140200,新荣,140212,113.141044,40.258269
140213,山西省,大同市,140200,平城,140213,113.304425,40.081998
140214,山西省,大同市,140200,云冈,140214,113.1624015,39.996839
140215,山西省,大同市,140200,云州,140215,113.618471,40.04623
140221,山西省,大同市,140200,阳高,140221,113.749871,40.364927
140222,山西省,大同市,140200,天镇,140222,114.09112,40.421336
140223,山西省,大同市,140200,广灵,140223,114.279252,39.763051
140224,山西省,大同市,140200,灵丘,140224,114.23576,39.438867
140225,山西省,大同市,140200,浑源,140225,113.698091,39.699099
140226,山西省,大同市,140200,左云,140226,112.70641,40.012873
140300,山西省,阳泉市,140300,阳泉,140300,113.583285,37.861188
140302,山西省,阳泉市,140300,城区,140302,113.583285,37.861188
140303,山西省,阳泉市,140300,矿区,140303,113.559066,37.870085
140311,山西省,阳泉市,140300,郊区,140311,113.58664,37.94096
140321,山西省,阳泉市,140300,平定,140321,113.631049,37.800289
140322,山西省,阳泉市,140300,盂县,140322,113.41223,38.086131
140400,山西省,长治市,140400,长治,140400,113.113556,36.191112
140403,山西省,长治市,140400,潞州,140403,113.129521,36.209472
140404,山西省,长治市,140400,上党,140404,113.057416,36.059287
140405,山西省,长治市,140400,屯留,140405,112.892741,36.314072
140406,山西省,长治市,140400,潞城,140406,113.223245,36.332233
140423,山西省,长治市,140400,襄垣,140423,113.050094,36.532854
140425,山西省,长治市,140400,平顺,140425,113.438791,36.200202
140426,山西省,长治市,140400,黎城,140426,113.387366,36.502971
140427,山西省,长治市,140400,壶关,140427,113.206138,36.110938
140428,山西省,长治市,140400,长子,140428,112.884656,36.119484
140429,山西省,长治市,140400,武乡,140429,112.8653,36.834315
140430,山西省,长治市,140400,沁县,140430,112.70138,36.757123
140431,山西省,长治市,140400,沁源,140431,112.340878,36.500777
140500,山西省,晋城市,140500,晋城,140500,112.851274,35.497553
140502,山西省,晋城市,140500,城区,140502,112.8514,35.4976
140521,山西省,晋城市,140500,沁水,140521,112.187213,35.689472
140522,山西省,晋城市,140500,阳城,140522,112.422014,35.482177
140524,山西省,晋城市,140500,陵川,140524,113.278877,35.775614
140525,山西省,晋城市,140500,泽州,140525,112.899137,35.617221
140581,山西省,晋城市,140500,高平,140581,112.930691,35.791355
140600,山西省,朔州市,140600,朔州,140600,112.433387,39.331261
140602,山西省,朔州市,140600,朔城,140602,112.428676,39.324525
140603,山西省,朔州市,140600,平鲁,140603,112.295227,39.515603
140621,山西省,朔州市,140600,山阴,140621,112.816396,39.52677
140622,山西省,朔州市,140600,应县,140622,113.187505,39.559187
140623,山西省,朔州市,140600,右玉,140623,112.465588,39.988812
140681,山西省,朔州市,140600,怀仁,140681,113.100512,39.82079
140700,山西省,晋中市,140700,晋中,140700,112.736465,37.696495
140702,山西省,晋中市,140700,榆次,140702,112.740056,37.6976
140703,山西省,晋中市,140700,太谷,140703,112.554103,37.424595
140721,山西省,晋中市,140700,榆社,140721,112.973521,37.069019
140722,山西省,晋中市,140700,左权,140722,113.377834,37.079672
140723,山西省,晋中市,140700,和顺,140723,113.572919,37.327027
140724,山西省,晋中市,140700,昔阳,140724,113.706166,37.60437
140725,山西省,晋中市,140700,寿阳,140725,113.177708,37.891136
140727,山西省,晋中市,140700,祁县,140727,112.330532,37.358739
140728,山西省,晋中市,140700,平遥,140728,112.174059,37.195474
140729,山西省,晋中市,140700,灵石,140729,111.772759,36.847469
140781,山西省,晋中市,140700,介休,140781,111.913857,37.027616
140800,山西省,运城市,140800,运城,140800,111.003957,35.022778
140802,山西省,运城市,140800,盐湖,140802,111.000627,35.025643
140821,山西省,运城市,140800,临猗,140821,110.77493,35.141883
140822,山西省,运城市,140800,万荣,140822,110.843561,35.417042
140823,山西省,运城市,140800,闻喜,140823,111.220306,35.353839
140824,山西省,运城市,140800,稷山,140824,110.978996,35.600412
140825,山西省,运城市,140800,新绛,140825,111.225205,35.613697
140826,山西省,运城市,140800,绛县,140826,111.576182,35.49045
140827,山西省,运城市,140800,垣曲,140827,111.67099,35.298293
140828,山西省,运城市,140800,夏县,140828,111.223174,35.140441
140829,山西省,运城市,140800,平陆,140829,111.212377,34.837256
140830,山西省,运城市,140800,芮城,140830,110.69114,34.694769
140881,山西省,运城市,140800,永济,140881,110.447984,34.865125
140882,山西省,运城市,140800,河津,140882,110.710268,35.59715
140900,山西省,忻州市,140900,忻州,140900,112.733538,38.41769
140902,山西省,忻州市,140900,忻府,140902,112.734112,38.417743
140921,山西省,忻州市,140900,定襄,140921,112.963231,38.484948
140922,山西省,忻州市,140900,五台,140922,113.259012,38.725711
140923,山西省,忻州市,140900,代县,140923,112.962519,39.065138
140924,山西省,忻州市,140900,繁峙,140924,113.267707,39.188104
140925,山西省,忻州市,140900,宁武,140925,112.307936,39.001718
140926,山西省,忻州市,140900,静乐,140926,111.940231,38.355947
140927,山西省,忻州市,140900,神池,140927,112.200438,39.088467
140928,山西省,忻州市,140900,五寨,140928,111.841015,38.912761
140929,山西省,忻州市,140900,岢岚,140929,111.56981,38.705625
140930,山西省,忻州市,140900,河曲,140930,111.146609,39.381895
140931,山西省,忻州市,140900,保德,140931,111.085688,39.022576
140932,山西省,忻州市,140900,偏关,140932,111.500477,39.442153
140981,山西省,忻州市,140900,原平,140981,112.713132,38.729186
141000,山西省,临汾市,141000,临汾,141000,111.517973,36.08415
141002,山西省,临汾市,141000,尧都,141002,111.522945,36.080366
141021,山西省,临汾市,141000,曲沃,141021,111.475529,35.641387
141022,山西省,临汾市,141000,翼城,141022,111.713508,35.738621
141023,山西省,临汾市,141000,襄汾,141023,111.442932,35.876139
141024,山西省,临汾市,141000,洪洞,141024,111.673692,36.255742
141025,山西省,临汾市,141000,古县,141025,111.920207,36.26855
141026,山西省,临汾市,141000,安泽,141026,112.251372,36.146032
141027,山西省,临汾市,141000,浮山,141027,111.850039,35.971359
141028,山西省,临汾市,141000,吉县,141028,110.682853,36.099355
141029,山西省,临汾市,141000,乡宁,141029,110.857365,35.975402
141030,山西省,临汾市,141000,大宁,141030,110.751283,36.46383
141031,山西省,临汾市,141000,隰县,141031,110.935809,36.692675
141032,山西省,临汾市,141000,永和,141032,110.631276,36.760614
141033,山西省,临汾市,141000,蒲县,141033,111.09733,36.411682
141034,山西省,临汾市,141000,汾西,141034,111.563021,36.653368
141081,山西省,临汾市,141000,侯马,141081,111.371272,35.620302
141082,山西省,临汾市,141000,霍州,141082,111.723103,36.57202
141100,山西省,吕梁市,141100,吕梁,141100,111.134335,37.524366
141102,山西省,吕梁市,141100,离石,141102,111.134462,37.524037
141121,山西省,吕梁市,141100,文水,141121,112.032595,37.436314
141122,山西省,吕梁市,141100,交城,141122,112.159154,37.555155
141123,山西省,吕梁市,141100,兴县,141123,111.124816,38.464136
141124,山西省,吕梁市,141100,临县,141124,110.995963,37.960806
141125,山西省,吕梁市,141100,柳林,141125,110.89613,37.431664
141126,山西省,吕梁市,141100,石楼,141126,110.837119,36.999426
141127,山西省,吕梁市,141100,岚县,141127,111.671555,38.278654
141128,山西省,吕梁市,141100,方山,141128,111.238885,37.892632
141129,山西省,吕梁市,141100,中阳,141129,111.193319,37.342054
141130,山西省,吕梁市,141100,交口,141130,111.183188,36.983068
141181,山西省,吕梁市,141100,孝义,141181,111.781568,37.144474
141182,山西省,吕梁市,141100,汾阳,141182,111.785273,37.267742
150100,内蒙古自治区,呼和浩特市,150100,呼和浩特,150100,111.7557,40.8482
150102,内蒙古自治区,呼和浩特市,150100,新城区,150102,111.685964,40.826225
150103,内蒙古自治区,呼和浩特市,150100,回民区,150103,111.662162,40.815149
150104,内蒙古自治区,呼和浩特市,150100,玉泉区,150104,111.66543,40.799421
150105,内蒙古自治区,呼和浩特市,150100,赛罕区,150105,111.698463,40.807834
150121,内蒙古自治区,呼和浩特市,150100,土左旗,150121,111.09,40.41
150122,内蒙古自治区,呼和浩特市,150100,托克托,150122,111.11,40.16
150123,内蒙古自治区,呼和浩特市,150100,和林格尔,150123,111.824143,40.380288
150124,内蒙古自治区,呼和浩特市,150100,清水河,150124,111.67222,39.912479
150125,内蒙古自治区,呼和浩特市,150100,武川,150125,111.456563,41.094483
150200,内蒙古自治区,包头市,150200,包头,150200,109.840405,40.658168
150202,内蒙古自治区,包头市,150200,东河区,150202,110.026895,40.587056
150203,内蒙古自治区,包头市,150200,昆都仑区,150203,109.822932,40.661345
150204,内蒙古自治区,包头市,150200,青山区,150204,109.880049,40.668558
150205,内蒙古自治区,包头市,150200,石拐区,150205,110.272565,40.672094
150206,内蒙古自治区,包头市,150200,白云鄂博,150206,109.97016,41.769246
150207,内蒙古自治区,包头市,150200,九原区,150207,109.968122,40.600581
150221,内蒙古自治区,包头市,150200,土右旗,150221,110.32,40.33
150222,内蒙古自治区,包头市,150200,固阳,150222,110.063421,41.030004
150223,内蒙古自治区,包头市,150200,达茂旗,150223,110.26,41.42
150300,内蒙古自治区,乌海市,150300,乌海,150300,106.825563,39.673734
150302,内蒙古自治区,乌海市,150300,海勃湾区,150302,106.817762,39.673527
150303,内蒙古自治区,乌海市,150300,海南区,150303,106.884789,39.44153
150304,内蒙古自治区,乌海市,150300,乌达,150304,106.722711,39.502288
150400,内蒙古自治区,赤峰市,150400,赤峰,150400,118.956806,42.275317
150402,内蒙古自治区,赤峰市,150400,红山,150402,118.961087,42.269732
150403,内蒙古自治区,赤峰市,150400,元宝山,150403,118.8344,42.3075
150404,内蒙古自治区,赤峰市,150400,松山,150404,118.938958,42.281046
150421,内蒙古自治区,赤峰市,150400,阿鲁旗,150421,120.03,43.53
150422,内蒙古自治区,赤峰市,150400,巴林左旗,150422,119.391737,43.980715
150423,内蒙古自治区,赤峰市,150400,巴林右旗,150423,118.678347,43.528963
150424,内蒙古自治区,赤峰市,150400,林西,150424,118.05775,43.605326
150425,内蒙古自治区,赤峰市,150400,克什克腾旗,150425,117.542465,43.256233
150426,内蒙古自治区,赤峰市,150400,翁牛特旗,150426,119.022619,42.937128
150428,内蒙古自治区,赤峰市,150400,喀喇沁旗,150428,118.708572,41.92778
150429,内蒙古自治区,赤峰市,150400,宁城,150429,119.339242,41.598692
150430,内蒙古自治区,赤峰市,150400,敖汉旗,150430,119.906486,42.287012
150500,内蒙古自治区,通辽市,150500,通辽,150500,122.263119,43.617429
150502,内蒙古自治区,通辽市,150500,科尔沁区,150502,121.472818,45.059645
150521,内蒙古自治区,通辽市,150500,科左中旗,150521,123.18,44.08
150522,内蒙古自治区,通辽市,150500,科左后旗,150522,122.21,42.58
150523,内蒙古自治区,通辽市,150500,开鲁,150523,121.308797,43.602432
150524,内蒙古自治区,通辽市,150500,库伦旗,150524,121.774886,42.734692
150525,内蒙古自治区,通辽市,150500,奈曼旗,150525,120.662543,42.84685
150526,内蒙古自治区,通辽市,150500,扎鲁特旗,150526,120.905275,44.555294
150581,内蒙古自治区,通辽市,150500,霍林郭勒,150581,119.657862,45.532361
150600,内蒙古自治区,鄂尔多斯市,150600,鄂尔多斯,150600,109.99029,39.817179
150602,内蒙古自治区,鄂尔多斯市,150600,东胜,150602,109.98945,39.81788
150603,内蒙古自治区,鄂尔多斯市,150600,康巴什,150603,109.868118,39.615711
150621,内蒙古自治区,鄂尔多斯市,150600,达拉特旗,150621,110.040281,40.404076
150622,内蒙古自治区,鄂尔多斯市,150600,准格尔旗,150622,111.238332,39.865221
150623,内蒙古自治区,鄂尔多斯市,150600,鄂前旗,150623,107.29,38.11
150624,内蒙古自治区,鄂尔多斯市,150600,鄂托克旗,150624,107.982604,39.095752
150625,内蒙古自治区,鄂尔多斯市,150600,杭锦旗,150625,108.736324,39.831789
150626,内蒙古自治区,鄂尔多斯市,150600,乌审旗,150626,108.842454,38.596611
150627,内蒙古自治区,鄂尔多斯市,150600,伊金霍洛,150627,109.787402,39.604312
150700,内蒙古自治区,呼伦贝尔市,150700,呼伦贝尔,150700,119.758168,49.215333
150702,内蒙古自治区,呼伦贝尔市,150700,海拉尔,150702,119.764923,49.213889
150703,内蒙古自治区,呼伦贝尔市,150700,扎赉诺尔,150703,117.3214,49.5758
150721,内蒙古自治区,呼伦贝尔市,150700,阿荣旗,150721,123.464615,48.130503
150722,内蒙古自治区,呼伦贝尔市,150700,莫力达瓦,150722,124.507401,48.478385
150723,内蒙古自治区,呼伦贝尔市,150700,鄂伦春旗,150723,123.44,50.35
150724,内蒙古自治区,呼伦贝尔市,150700,鄂温克旗,150724,119.45,49.09
150725,内蒙古自治区,呼伦贝尔市,150700,陈旗,150725,119.26,49.19
150726,内蒙古自治区,呼伦贝尔市,150700,新左旗,150726,118.16,48.13
150727,内蒙古自治区,呼伦贝尔市,150700,新右旗,150727,116.49,48.4
150781,内蒙古自治区,呼伦贝尔市,150700,满洲里,150781,117.455561,49.590788
150782,内蒙古自治区,呼伦贝尔市,150700,牙克石,150782,120.729005,49.287024
150783,内蒙古自治区,呼伦贝尔市,150700,扎兰屯,150783,122.744401,48.007412
150784,内蒙古自治区,呼伦贝尔市,150700,额尔古纳,150784,120.178636,50.2439
150785,内蒙古自治区,呼伦贝尔市,150700,根河,150785,121.532724,50.780454
150800,内蒙古自治区,巴彦淖尔市,150800,巴彦淖尔,150800,107.416959,40.757402
150802,内蒙古自治区,巴彦淖尔市,150800,临河,150802,107.417018,40.757092
150821,内蒙古自治区,巴彦淖尔市,150800,五原,150821,108.270658,41.097639
